0.00393701	0.00393701	0.133713	-0.133727	-5.38121
0.00393701	0.00787402	-0.00938297	-0.258111	-3.20269
0.00393701	0.011811	-0.0264372	-0.222345	-2.03327
0.00393701	0.015748	-0.0214847	-0.174411	-1.39659
0.00393701	0.019685	-0.0152544	-0.137601	-1.02809
0.00393701	0.023622	-0.0107774	-0.111491	-0.799442
0.00393701	0.0275591	-0.00784449	-0.0928371	-0.648348
0.00393701	0.0314961	-0.00591928	-0.0791059	-0.542521
0.00393701	0.0354331	-0.00460767	-0.0686457	-0.463956
0.00393701	0.0393701	-0.00367013	-0.0604158	-0.402486
0.00393701	0.0433071	-0.00297423	-0.053765	-0.352818
0.00393701	0.0472441	-0.00245053	-0.048286	-0.312518
0.00393701	0.0511811	-0.00205854	-0.0437167	-0.280254
0.00393701	0.0551181	-0.00176535	-0.0398704	-0.254573
0.00393701	0.0590551	-0.00153836	-0.036596	-0.233547
0.00393701	0.0629921	-0.00134912	-0.0337651	-0.215231
0.00393701	0.0669291	-0.00118051	-0.0312762	-0.198377
0.00393701	0.0708661	-0.00102938	-0.0290623	-0.182793
0.00393701	0.0748031	-0.000901529	-0.0270879	-0.169036
0.00393701	0.0787402	-0.000802258	-0.0253349	-0.157668
0.00393701	0.0826772	-0.000729053	-0.0237848	-0.148613
0.00393701	0.0866142	-0.000671228	-0.0224081	-0.141074
0.00393701	0.0905512	-0.000616177	-0.0211672	-0.134003
0.00393701	0.0944882	-0.000557108	-0.0200284	-0.126762
0.00393701	0.0984252	-0.000496422	-0.0189732	-0.119464
0.00393701	0.102362	-0.000442472	-0.0179998	-0.112765
0.00393701	0.106299	-0.000402384	-0.0171144	-0.107287
0.00393701	0.110236	-0.000376357	-0.0163186	-0.103119
0.00393701	0.114173	-0.000357451	-0.015602	-0.0997415
0.00393701	0.11811	-0.000336636	-0.0149449	-0.096397
0.00393701	0.122047	-0.000309069	-0.0143283	-0.0926181
0.00393701	0.125984	-0.000277006	-0.0137434	-0.0885093
0.00393701	0.129921	-0.000247447	-0.0131932	-0.0846054
0.00393701	0.133858	-0.000226609	-0.0126866	-0.0814382
0.00393701	0.137795	-0.000215394	-0.0122286	-0.0791415
0.00393701	0.141732	-0.000209001	-0.0118147	-0.0773715
0.00393701	0.145669	-0.000200631	-0.0114328	-0.0755719
0.00393701	0.149606	-0.000186315	-0.0110703	-0.0733666
0.00393701	0.153543	-0.000167369	-0.0107211	-0.0707948
0.00393701	0.15748	-0.00014896	-0.0103877	-0.0682384
0.00393701	0.161417	-0.000136123	-0.0100775	-0.0661195
0.00393701	0.165354	-0.000130228	-0.00979579	-0.0645994
0.00393701	0.169291	-0.000128304	-0.00954127	-0.0634848
0.00393701	0.173228	-0.000125414	-0.00930663	-0.0623854
0.00393701	0.177165	-0.000118158	-0.0090831	-0.0609906
0.00393701	0.181102	-0.000106796	-0.00886559	-0.0592662
0.00393701	0.185039	-9.47047e-05	-0.00865505	-0.0574467
0.00393701	0.188976	-8.57777e-05	-0.00845648	-0.0558491
0.00393701	0.192913	-8.17466e-05	-0.00827458	-0.0546509
0.00393701	0.19685	-8.12109e-05	-0.00811013	-0.0537826
0.00393701	0.200787	-8.08485e-05	-0.0079593	-0.0529951
0.00393701	0.204724	-7.77754e-05	-0.00781615	-0.0520377
0.00393701	0.208661	-7.13782e-05	-0.00767627	-0.0508193
0.00393701	0.212598	-6.34728e-05	-0.00753903	-0.0494498
0.00393701	0.216535	-5.68656e-05	-0.00740724	-0.0481465
0.00393701	0.220472	-5.34242e-05	-0.00728461	-0.0470825
0.00393701	0.224409	-5.29561e-05	-0.00717298	-0.0462779
0.00393701	0.228346	-5.35301e-05	-0.00707103	-0.0456017
0.00393701	0.232283	-5.28759e-05	-0.00697517	-0.0448687
0.00393701	0.23622	-4.98519e-05	-0.00688178	-0.0439608
0.00393701	0.240157	-4.50434e-05	-0.00678927	-0.0428934
0.00393701	0.244094	-4.02093e-05	-0.00669858	-0.0417914
0.00393701	0.248031	-3.70514e-05	-0.00661219	-0.040799
